area_swept_ha_der,date_yyyymmdd,depth_hi_prec_m,invertebrate_weight_kg,latitude_hi_prec_dd,longitude_hi_prec_dd,mean_seafloor_dep_position_type,midtow_position_type,nonspecific_organics_weight_kg,performance,program,project,sample_duration_hr_der,sampling_end_hhmmss,sampling_start_hhmmss,station_code,tow_end_timestamp,tow_start_timestamp,trawl_id,vertebrate_weight_kg,vessel,vessel_id,year,year_stn_invalid
1.656818493,20160621,117,5.12,39.99503118,-124.1561088,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.280833,72422,70731,12514,2016-06-21T07:40:47Z,2016-06-21T06:52:40Z,2.01603E+11,485.27,Excalibur,8,2016,NA
1.766140744,20160621,559,32.15,39.31284344,-124.0448856,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.298333,130949,125155,13054,2016-06-21T13:37:39Z,2016-06-21T12:26:56Z,2.01603E+11,190.74,Excalibur,8,2016,NA
1.828849145,20160621,99.3,22.02,38.950757,-123.8139972,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.290556,175413,173647,13244,2016-06-21T18:05:18Z,2016-06-21T17:29:55Z,2.01603E+11,145.17,Excalibur,8,2016,NA
1.323793296,20160622,171.1,18.48,38.82182739,-123.8645776,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.2725,61456,55835,13293,2016-06-22T06:28:36Z,2016-06-22T05:45:57Z,2.01603E+11,718.96,Excalibur,8,2016,NA
1.713766811,20160622,98.7,56.22,38.70807764,-123.5869005,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.285278,91238,85531,13346,2016-06-22T09:26:53Z,2016-06-22T08:47:19Z,2.01603E+11,64.53,Excalibur,8,2016,NA
1.804988152,20160622,83.5,21.84,38.40822143,-123.2133182,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.300556,123821,122019,13525,2016-06-22T12:52:38Z,2016-06-22T12:12:24Z,2.01603E+11,33.07,Excalibur,8,2016,NA
1.811119415,20160623,69.5,46.11,38.17243164,-123.0304238,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.293056,60823,55048,13686,2016-06-23T06:20:15Z,2016-06-23T05:39:55Z,2.01603E+11,85.48,Excalibur,8,2016,NA
1.216161404,20160623,102.5,4.71,37.86643928,-123.2287207,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.272778,92006,90344,13866,2016-06-23T09:31:46Z,2016-06-23T08:56:08Z,2.01603E+11,32.91,Excalibur,8,2016,NA
1.228559415,20160623,160.5,14.16,37.75266876,-123.1899916,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.266111,110811,105213,13947,2016-06-23T11:23:18Z,2016-06-23T10:41:35Z,2.01603E+11,276.85,Excalibur,8,2016,NA
1.345099831,20160623,74.7,8.49,37.78059377,-123.0029797,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.2825,145511,143814,13936,2016-06-23T15:07:48Z,2016-06-23T14:30:16Z,2.01603E+11,43.97,Excalibur,8,2016,NA
1.57443466,20160629,95.7,43.74,37.21985419,-122.5677007,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.293333,200536,194800,14332,2016-06-29T20:29:56Z,2016-06-29T19:40:04Z,2.01603E+11,22.82,Excalibur,8,2016,NA
0.872311579,20160630,82.3,21.03,36.69205814,-121.9015445,Bottom Depth,Lat:median; Lon:median,NA,Unsatisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.173889,61712,60646,14725,2016-06-30T06:27:40Z,2016-06-30T05:59:53Z,2.01603E+11,28.1,Excalibur,8,2016,NA
1.502078045,20160630,88.9,37.92,36.70485683,-121.9046779,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.281111,71257,65605,14725,2016-06-30T07:23:20Z,2016-06-30T06:48:06Z,2.01603E+11,21.26,Excalibur,8,2016,NA
1.77793403,20160630,191.8,20.7,36.47554142,-122.0017221,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.275556,94802,93130,14824,2016-06-30T10:02:31Z,2016-06-30T09:20:56Z,2.01603E+11,779.62,Excalibur,8,2016,NA
1.789575754,20160630,723.4,25.81,36.32440382,-122.1563748,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.306111,124315,122453,14907,2016-06-30T13:15:38Z,2016-06-30T12:00:38Z,2.01603E+11,170.16,Excalibur,8,2016,NA
1.62696445,20160630,445.1,10.505,36.35424248,-122.1015791,Bottom Depth,Lat:median; Lon:median,7.093,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.266389,145250,143651,14890,2016-06-30T15:14:18Z,2016-06-30T14:21:09Z,2.01603E+11,87.75,Excalibur,8,2016,NA
1.641634699,20160630,333.5,38.985,36.32129618,-122.0956303,Bottom Depth,Lat:median; Lon:median,0.306,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.270556,170505,164851,14909,2016-06-30T17:26:02Z,2016-06-30T16:36:32Z,2.01603E+11,171.96,Excalibur,8,2016,NA
1.351288471,20160630,162.5,3.48,36.31035936,-122.0637187,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.276944,181808,180131,14910,2016-06-30T19:07:28Z,2016-06-30T17:52:51Z,2.01603E+11,167.29,Excalibur,8,2016,NA
1.601321026,20160701,220.5,16.55,36.26021231,-122.022565,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.291944,70836,65105,14953,2016-07-01T07:29:30Z,2016-07-01T06:38:12Z,2.01603E+11,152.99,Excalibur,8,2016,NA
2.020469324,20160701,584,9.44,36.22869134,-122.0607869,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.319722,101811,95900,14975,2016-07-01T10:43:53Z,2016-07-01T09:35:32Z,2.01603E+11,971.25,Excalibur,8,2016,NA
1.776524814,20160701,623.8,4.45,36.2297823,-122.0733217,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.295833,123437,121652,14974,2016-07-01T13:02:40Z,2016-07-01T11:55:58Z,2.01603E+11,246.81,Excalibur,8,2016,NA
1.483639388,20160702,405.3,251.843,35.86926826,-121.5461591,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.284167,64108,62405,15230,2016-07-02T07:05:50Z,2016-07-02T06:02:55Z,2.01603E+11,177.14,Excalibur,8,2016,NA
1.236434353,20160702,836.7,193.794,35.84651114,-121.6991968,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.260833,94129,92550,15253,2016-07-02T10:26:01Z,2016-07-02T09:01:17Z,2.01603E+11,175.66,Excalibur,8,2016,NA
2.538057882,20160702,966.1,48.157,35.70497937,-121.7681337,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.371389,122921,120704,15375,2016-07-02T13:09:44Z,2016-07-02T11:38:33Z,2.01603E+11,219.74,Excalibur,8,2016,NA
2.617049504,20160702,1062.1,256.219,35.50629729,-121.7947125,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.437222,151703,145049,15564,2016-07-02T16:06:24Z,2016-07-02T14:20:03Z,2.01603E+11,103.54,Excalibur,8,2016,NA
1.658421408,20160703,603.3,32.538,35.01853403,-121.2873592,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.274167,63136,61509,16061,2016-07-03T07:00:09Z,2016-07-03T05:47:53Z,2.01603E+11,90.37,Excalibur,8,2016,NA
2.07985065,20160703,609.5,213.566,35.19750953,-121.2679411,Bottom Depth,Lat:median; Lon:median,6.444,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.344167,92207,90128,15889,2016-07-03T09:47:40Z,2016-07-03T08:42:59Z,2.01603E+11,134.72,Excalibur,8,2016,NA
1.619508954,20160704,211.6,215.289,35.18047712,-120.9645218,Bottom Depth,Lat:median; Lon:median,2.059,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.2675,70240,64637,15899,2016-07-04T07:15:52Z,2016-07-04T06:27:35Z,2.01603E+11,75.445,Excalibur,8,2016,NA
1.926629556,20160704,593.4,74.205,34.68990033,-121.144979,Bottom Depth,Lat:median; Lon:median,1.351,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.309722,114006,112131,16428,2016-07-04T12:05:53Z,2016-07-04T11:03:08Z,2.01603E+11,271.056,Excalibur,8,2016,NA
1.823672682,20160704,330.2,52.758,34.81025676,-120.9590094,Bottom Depth,Lat:median; Lon:median,5.495,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.307222,140941,135115,16292,2016-07-04T14:25:57Z,2016-07-04T13:38:39Z,2.01603E+11,90.85,Excalibur,8,2016,NA
1.512482317,20160705,106.5,49.82,33.98576127,-120.4102927,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.272778,170540,164918,17579,2016-07-05T17:20:18Z,2016-07-05T16:42:36Z,2.01603E+11,45.86,Excalibur,8,2016,NA
1.93936136,20160706,97.4,17.07,34.10512842,-120.2798582,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.312222,64900,63016,17241,2016-07-06T07:00:16Z,2016-07-06T06:17:50Z,2.01603E+11,98.8,Excalibur,8,2016,NA
1.446257831,20160706,496.4,5.31,34.19562669,-120.216843,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.292222,95056,93324,17042,2016-07-06T10:12:28Z,2016-07-06T09:16:00Z,2.01603E+11,1.35,Excalibur,8,2016,NA
1.731448927,20160706,424.4,24.56,34.26801491,-120.3269003,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.286944,112513,110800,16920,2016-07-06T11:46:09Z,2016-07-06T10:52:09Z,2.01603E+11,45.41,Excalibur,8,2016,NA
1.452597052,20160706,359.8,308.348,34.37518415,-120.0517773,Bottom Depth,Lat:median; Lon:median,1111.003,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.262778,142316,140730,16755,2016-07-06T14:43:14Z,2016-07-06T13:53:22Z,2.01603E+11,69.125,Excalibur,8,2016,NA
1.563972615,20160706,424.5,319.224,34.19135251,-119.8235475,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.265833,171408,165811,17055,2016-07-06T17:36:06Z,2016-07-06T16:43:46Z,2.01603E+11,30.36,Excalibur,8,2016,NA
2.169164977,20160707,158.7,88.922,34.32753114,-119.769841,Bottom Depth,Lat:median; Lon:median,16.397,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.303056,63724,61913,16823,2016-07-07T07:06:44Z,2016-07-07T06:06:46Z,2.01603E+11,75.455,Excalibur,8,2016,NA
1.666834708,20160711,291,795.443,34.14179425,-119.6393309,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.2875,63833,62118,17125,2016-07-11T06:53:31Z,2016-07-11T06:10:50Z,2.01603E+11,23.981,Excalibur,8,2016,NA
1.547288503,20160711,75.6,4.54,33.86646842,-120.0133598,Bottom Depth,Lat:median; Lon:median,NA,Unsatisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.268611,113347,111740,17825,2016-07-11T11:44:02Z,2016-07-11T11:11:48Z,2.01603E+11,149.73,Excalibur,8,2016,NA
1.595689806,20160711,300.7,1132.66,33.87654122,-120.1831665,Bottom Depth,Lat:median; Lon:median,40.138,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.274444,145446,143818,17820,2016-07-11T15:11:50Z,2016-07-11T14:26:37Z,2.01603E+11,81.264,Excalibur,8,2016,NA
1.427178731,20160711,69.9,18,33.86894844,-120.0526292,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.270556,172440,170826,17824,2016-07-11T17:33:25Z,2016-07-11T17:01:25Z,2.01603E+11,97.01,Excalibur,8,2016,NA
1.136459966,20160712,110.7,11.23,33.83765597,-119.9396259,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.243056,63604,62129,17902,2016-07-12T06:45:16Z,2016-07-12T06:06:20Z,2.01603E+11,109.68,Excalibur,8,2016,NA
2.323370802,20160712,925.9,61.897,33.46693224,-120.0180544,Bottom Depth,Lat:median; Lon:median,0.47,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.360833,125402,123223,18992,2016-07-12T13:27:58Z,2016-07-12T12:06:35Z,2.01603E+11,50.53,Excalibur,8,2016,NA
2.386006344,20160714,949.3,37.126,32.93721312,-117.6602476,Bottom Depth,Lat:median; Lon:median,0.706,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.366667,73231,71031,20294,2016-07-14T08:09:48Z,2016-07-14T06:39:29Z,2.01603E+11,83.16,Excalibur,8,2016,NA
1.885668365,20160714,920.4,24.902,32.9344315,-117.6155065,Bottom Depth,Lat:median; Lon:median,0.272,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.310556,92323,90445,20295,2016-07-14T10:04:43Z,2016-07-14T08:36:46Z,2.01603E+11,62.14,Excalibur,8,2016,NA
1.781286638,20160715,334.5,143.667,33.01479839,-117.3526598,Bottom Depth,Lat:median; Lon:median,190.441,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.288611,93404,91645,19964,2016-07-15T09:52:52Z,2016-07-15T09:01:04Z,2.01603E+11,26.3,Excalibur,8,2016,NA
1.375161596,20160715,302.5,289.395,33.13011191,-117.4206741,Bottom Depth,Lat:median; Lon:median,42.11,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.269722,113251,111640,19629,2016-07-15T11:48:18Z,2016-07-15T11:04:46Z,2.01603E+11,55.51,Excalibur,8,2016,NA
2.101795715,20160715,531.4,21.78,33.45609507,-117.9565636,Bottom Depth,Lat:median; Lon:median,2.256,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.327222,174729,172751,18636,2016-07-15T18:10:06Z,2016-07-15T17:12:02Z,2.01603E+11,36.12,Excalibur,8,2016,NA
2.38886642,20160716,1157.3,27.17,33.12992539,-118.3577966,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.390278,95928,93603,19819,2016-07-16T10:44:03Z,2016-07-16T09:03:47Z,2.01603E+11,69.79,Excalibur,8,2016,NA
2.597675532,20160716,1211.8,24.543,33.17598456,-118.4627885,Bottom Depth,Lat:median; Lon:median,1.114,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.444722,122933,120252,19819,2016-07-16T13:22:14Z,2016-07-16T11:26:46Z,2.01603E+11,93.76,Excalibur,8,2016,NA
1.545237122,20160717,427.2,170.87,33.91613095,-118.6858555,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.256667,124422,122858,17547,2016-07-17T13:05:43Z,2016-07-17T12:11:05Z,2.01603E+11,28.743,Excalibur,8,2016,NA
1.502296852,20160717,235.7,218.147,33.95516292,-118.6473191,Bottom Depth,Lat:median; Lon:median,52.784,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.26,150555,145019,17547,2016-07-17T15:23:17Z,2016-07-17T14:39:16Z,2.01603E+11,22.81,Excalibur,8,2016,NA
1.745162296,20160718,592.1,5.43,33.81675889,-118.6093587,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.289444,65147,63425,17798,2016-07-18T07:21:56Z,2016-07-18T06:17:35Z,2.01603E+11,40.8,Excalibur,8,2016,NA
1.854446989,20160820,431.2,47.081,45.07111817,-124.6070046,Bottom Depth,Lat:median; Lon:median,34.37,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.314444,104624,102732,8600,2016-08-20T11:06:12Z,2016-08-20T09:59:50Z,2.01603E+11,181.09,Ms. Julie,10,2016,NA
1.816613391,20160820,373.1,29.821,45.17037582,-124.4064685,Bottom Depth,Lat:median; Lon:median,4.45,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.296944,131910,130121,8501,2016-08-20T13:34:37Z,2016-08-20T12:45:01Z,2.01603E+11,155.73,Ms. Julie,10,2016,NA
1.575918475,20160820,192.3,24.28,45.09524538,-124.30795,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.275278,152609,150938,8574,2016-08-20T15:43:03Z,2016-08-20T14:53:05Z,2.01603E+11,202.38,Ms. Julie,10,2016,NA
1.408014039,20160820,102.6,27.34,44.87245125,-124.2014167,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.293333,182852,181116,8821,2016-08-20T18:42:41Z,2016-08-20T18:02:53Z,2.01603E+11,191.02,Ms. Julie,10,2016,NA
1.80347058,20160821,426.2,55.923,45.60916779,-124.7328504,Bottom Depth,Lat:median; Lon:median,0.67,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.311944,102233,100350,8076,2016-08-21T10:39:01Z,2016-08-21T09:44:30Z,2.01603E+11,255.67,Ms. Julie,10,2016,NA
1.618377807,20160821,157.8,150.477,45.95627663,-124.5190412,Bottom Depth,Lat:median; Lon:median,8.287,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.297778,143229,141437,7656,2016-08-21T14:41:58Z,2016-08-21T14:03:44Z,2.01603E+11,383.69,Ms. Julie,10,2016,NA
1.596294215,20160821,159.7,108.394,46.00463804,-124.5497418,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.294167,161140,155401,7617,2016-08-21T16:14:53Z,2016-08-21T15:44:01Z,2.01603E+11,426.4,Ms. Julie,10,2016,NA
1.525231518,20161003,456.3,47.868,35.07485226,-121.4721719,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.2675,104327,102724,16022,2016-10-03T11:06:14Z,2016-10-03T10:09:39Z,2.01603E+11,154.88,Ms. Julie,10,2016,NA
1.725895415,20161002,97.7,10.39,35.13097755,-120.8549519,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.278056,174812,173131,15937,2016-10-02T18:00:48Z,2016-10-02T17:24:30Z,2.01603E+11,61.63,Ms. Julie,10,2016,NA
1.737718126,20161003,567.1,128.621,35.01511795,-121.1800687,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.2775,73023,71344,16065,2016-10-03T07:55:38Z,2016-10-03T06:49:35Z,2.01603E+11,110.57,Ms. Julie,10,2016,NA
1.657856399,20161003,728.7,28.6,35.22777497,-121.5511472,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.276944,132341,130704,15846,2016-10-03T13:53:36Z,2016-10-03T12:45:16Z,2.01603E+11,115.65,Ms. Julie,10,2016,NA
1.735596343,20161003,812.5,23.34,35.26722239,-121.5743626,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.289167,152315,150554,15811,2016-10-03T15:54:03Z,2016-10-03T14:43:25Z,2.01603E+11,165.55,Ms. Julie,10,2016,NA
1.726140378,20161004,194.5,127.872,34.54567254,-120.7779875,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.259722,133725,132150,16569,2016-10-04T13:53:52Z,2016-10-04T13:11:05Z,2.01603E+11,111.19,Ms. Julie,10,2016,NA
1.684858595,20161004,466.1,44.769,34.24723748,-120.4617456,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.278333,174043,172401,16974,2016-10-04T18:23:01Z,2016-10-04T17:09:19Z,2.01603E+11,64.9,Ms. Julie,10,2016,NA
1.514606235,20160821,125.8,88.18,46.22058106,-124.3800167,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.288611,190757,185038,7358,2016-08-21T19:18:48Z,2016-08-21T18:35:01Z,2.01603E+11,359.63,Ms. Julie,10,2016,NA
1.344282858,20160821,88.8,97.46,46.22914679,-124.2784312,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.239444,202102,200640,7361,2016-08-21T20:31:07Z,2016-08-21T19:59:00Z,2.01603E+11,147.18,Ms. Julie,10,2016,NA
1.436743484,20160822,137,10.017,46.6864812,-124.6450641,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.264167,64858,63307,6902,2016-08-22T07:02:55Z,2016-08-22T06:17:21Z,2.01603E+11,327.91,Ms. Julie,10,2016,NA
1.709842903,20160822,147.7,4.41,46.75549301,-124.7144899,Bottom Depth,Lat:median; Lon:median,0.46,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.291389,93132,91403,6836,2016-08-22T09:44:40Z,2016-08-22T09:02:05Z,2.01603E+11,1276.45,Ms. Julie,10,2016,NA
1.520963834,20160822,158.8,22.891,46.85646915,-124.8205721,Bottom Depth,Lat:median; Lon:median,7.342,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.275,114421,112751,6741,2016-08-22T11:55:09Z,2016-08-22T11:13:44Z,2.01603E+11,171.56,Ms. Julie,10,2016,NA
1.68102244,20160823,986.2,31.356,47.76895059,-125.6687389,Bottom Depth,Lat:median; Lon:median,0.226,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.314444,102210,100318,5509,2016-08-23T10:55:07Z,2016-08-23T09:26:25Z,2.01603E+11,99.89,Ms. Julie,10,2016,NA
1.408920101,20160824,121.6,12.105,48.23232091,-125.1030567,Bottom Depth,Lat:median; Lon:median,0.611,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.281111,114521,112829,4749,2016-08-24T11:53:51Z,2016-08-24T11:22:19Z,2.01603E+11,803.06,Ms. Julie,10,2016,NA
1.726335008,20160827,67.3,364.25,46.2150331,-124.2192077,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.295833,82459,80714,7362,2016-08-27T08:26:59Z,2016-08-27T07:58:30Z,2.01603E+11,311.74,Ms. Julie,10,2016,NA
2.001145318,20160827,63.9,287.95,46.19572807,-124.2003414,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.316389,104029,102130,7400,2016-08-27T10:50:06Z,2016-08-27T10:14:25Z,2.01603E+11,236.01,Ms. Julie,10,2016,NA
1.666014636,20160827,117,79.71,45.70133522,-124.2012063,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.29,155306,153542,7953,2016-08-27T16:08:48Z,2016-08-27T15:27:45Z,2.01603E+11,156.77,Ms. Julie,10,2016,NA
1.62138668,20160827,147,114.62,45.43551597,-124.214887,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.285,185155,183449,8228,2016-08-27T19:01:34Z,2016-08-27T18:25:48Z,2.01603E+11,154.76,Ms. Julie,10,2016,NA
1.543738443,20160828,360.5,75.779,45.18913181,-124.6408236,Bottom Depth,Lat:median; Lon:median,0.716,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.282778,70441,64743,8459,2016-08-28T07:19:39Z,2016-08-28T06:29:54Z,2.01603E+11,221.93,Ms. Julie,10,2016,NA
1.472310386,20160828,477,30.57,45.25985896,-124.6196729,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.274167,100338,94711,8392,2016-08-28T10:22:29Z,2016-08-28T09:27:12Z,2.01603E+11,152.53,Ms. Julie,10,2016,NA
1.718945557,20160828,377.6,67.419,45.30926093,-124.4184308,Bottom Depth,Lat:median; Lon:median,0.479,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.290278,130433,124708,8362,2016-08-28T13:22:05Z,2016-08-28T12:28:51Z,2.01603E+11,131.04,Ms. Julie,10,2016,NA
1.51629679,20160828,96.9,32.77,45.19686407,-124.1230109,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.285278,155321,153614,8474,2016-08-28T16:02:59Z,2016-08-28T15:25:00Z,2.01603E+11,213.64,Ms. Julie,10,2016,NA
1.571227069,20160828,81.3,71.25,45.13894753,-124.0912805,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.290833,173458,171731,8545,2016-08-28T17:43:34Z,2016-08-28T17:09:23Z,2.01603E+11,142.77,Ms. Julie,10,2016,NA
1.88604251,20160829,153.7,36.23,45.00493311,-124.259937,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.301111,70126,64322,8680,2016-08-29T07:12:28Z,2016-08-29T06:26:55Z,2.01603E+11,252.3,Ms. Julie,10,2016,NA
1.673333888,20160902,306.5,235.542,44.90650011,-124.5176512,Bottom Depth,Lat:median; Lon:median,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.266944,70654,65053,8777,2016-09-02T07:24:36Z,2016-09-02T06:36:39Z,2.01603E+11,202.38,Ms. Julie,10,2016,NA
